Local;Votos;Latitude;Longitude
ESCOLA MUNICIPAL MARIA JOAQUINA;9;-31.59074;-52.34968
ESCOLA MUNICIPAL MINISTRO ARTHUR DE SOUZA COSTA;5;-31.62415;-52.5044
ESCOLA MUNICIPAL MINISTRO FERNANDO OSÓRIO;14;-31.73655;-52.34436
ESCOLA MUNICIPAL MÁRCIO DIAS;8;-31.61495;-52.29255
ESCOLA MUNICIPAL NESTOR ELIZEU CROCHEMORE;11;-31.54276;-52.46485
ESCOLA MUNICIPAL NOSSA SENHORA DAS DORES;16;-31.73203;-52.3302
ESCOLA MUNICIPAL NÚCLEO HABITACIONAL DUNAS;25;-31.73857;-52.31796
ESCOLA MUNICIPAL NÚCLEO HABITACIONAL GETÚLIO VARGAS;20;-31.70235;-52.31288
ESCOLA MUNICIPAL OSWALDO CRUZ;23;-31.72325;-52.35079
ESCOLA MUNICIPAL PIRATININO DE ALMEIDA;40;-31.74849;-52.29534
FACULDADES ANHANGUERA EDUCACIONAL S/A;33;-31.73265;-52.34398
INSS - INST. NAC. DO SEGURO SOCIAL;27;-31.77088;-52.33753
INST. EST. EDUC. ASSIS BRASIL;37;-31.75665;-52.3339
INST. FED. DE EDUC CIÊNCIAS E TECNOL. SUL-RIO-GRANDENSE (IFSUL) PEL;50;-31.76631;-52.35196
LARANJAL PRAIA CLUBE;8;-31.76204;-52.22981
MINIMERCADO J.H. - DAVID JANKE;9;-31.37173;-52.42283
PARQUE TÊNIS CLUBE;20;-31.74461;-52.33522
PAULISTA FUTEBOL CLUBE;22;-31.75118;-52.33906
PRESÍDIO REGIONAL DE PELOTAS;0;-31.73124;-52.32952
SALÃO ARCO IRÍS;8;-31.41183;-52.51723
SALÃO DA COMUNIDADE SANTA RITA;8;-31.57972;-52.5358
SALÃO GRAFITE;64;-31.36873;-52.50587
SIND. TRAB. NAS IND. E COOP. DA ALIMENTAÇÃO;6;-31.76082;-52.33298
SINDIC. DOS SERV. FED. DA EDUCAÇÃO;12;-31.7773;-52.34491
SOCIEDADE RECREATIVA XV DE JULHO;8;-31.6961;-52.33994
SUB PREFEITURA DO 7º DISTRITO;1;-31.52595;-52.4783
UNIÃO GAÚCHA J. SIMÕES LOPES NETO;12;-31.73174;-52.32431
ÁTRIO DA PREFEITURA MUNICIPAL;3;-31.77026;-52.34226
