Local;Votos;Latitude;Longitude
CENTRO MUNICIPAL DE EDUCAÇÃO TRABALHADORES - PAULO FREIRE;4;-30.04205;-51.20968
CESI - ZONA SUL;0;-30.16018;-51.18711
CESMAR - CENTRO SOCIAL MARISTA;2;-30.0238;-51.09622
CHICO MENDES - ESC. MUNICIPAL DE ENS. FUNDAMENTAL;9;-30.03205;-51.11271
CIDADE JARDIM - ESC EST ENS FUND;2;-30.09468;-51.22147
CIRCULO SOCIAL ISRAELITA;2;-30.03389;-51.21268
CLUBE CAIXEIROS VIAJANTES;0;-30.02925;-51.19878
CLUBE COMERCIAL SARANDI;1;-29.99676;-51.12768
CLUBE DO PROFESSOR GAÚCHO;1;-30.14449;-51.22369
CLUBE DOS JANGADEIROS;2;-30.11026;-51.25781
COELHO NETO - ESCOLA ESTADUAL;4;-30.04382;-51.16354
COL. ROMANO II - UNID. SÃO MATEUS (ANTIGO ESPIRITO SANTO);3;-30.0043;-51.16505
COLEGIO BATISTA;4;-30.02171;-51.20852
COLEGIO DE APLICACAO DA UFRGS;6;-30.076;-51.12268
COLEGIO ESTADUAL JULIO DE CASTILHOS;6;-30.04423;-51.2129
COLEGIO ISRAELITA BRASILEIRO;1;-30.03988;-51.19917
COLEGIO LEONARDO DA VINCI - ALFA;0;-30.0342;-51.20293
COLEGIO MARISTA CHAMPAGNAT;10;-30.06037;-51.17299
COLEGIO MARISTA CHAMPAGNAT - SECAO ESPECIAL;1;-30.05928;-51.17214
COLEGIO MARISTA NOSSA SENHORA DO ROSARIO;8;-30.02965;-51.21846
COLEGIO MARISTA SAO PEDRO;3;-30.01689;-51.20614
COLEGIO NOSSA SENHORA DO BOM CONSELHO;6;-30.02755;-51.20869
COLEGIO SAO JOSE DO MURIALDO;7;-30.06506;-51.16831
COLEGIO VICENTINO SANTA CECILIA;1;-30.04283;-51.19727
COLÉGIO BOM JESUS - SEVIGNE;4;-30.0336;-51.22646
COLÉGIO CONCÓRDIA;1;-30.00645;-51.20221
COLÉGIO ESTADUAL CONEGO PAULO DE NADAL;11;-30.11488;-51.22672
COLÉGIO ESTADUAL DOM JOÃO BECKER;4;-30.01268;-51.17668
COLÉGIO ESTADUAL PROF. ELMANO LAUFFER LEAL;5;-30.01174;-51.13095
COLÉGIO FARROUPILHA;2;-30.03554;-51.17061
COLÉGIO JOÃO PAULO I;1;-30.01677;-51.19217
COLÉGIO KENNEDY;1;-29.9953;-51.12661
COLÉGIO LA SALLE DORES;5;-30.03237;-51.23368
COLÉGIO MAE DE DEUS;0;-30.11134;-51.24796
COLÉGIO MARISTA IPANEMA;0;-30.13038;-51.23954
COLÉGIO ROMANO SANTA MARTA;3;-30.05056;-51.21728
COLÉGIO ROMANO SENHOR BOM JESUS;2;-30.04339;-51.14211
COLÉGIO SANTA DOROTÉIA;2;-30.01449;-51.14936
COLÉGIO SINODAL DO SALVADOR;3;-30.01357;-51.1472
CONSELHO REGIONAL DE QUÍMICA;0;-30.04301;-51.18764
DANILO ANTONIO ZAFFARI - E.E.E.F.;9;-29.98579;-51.19534
DAVID CANABARRO - ESC. EST. DE ENS. FUNDAMENTAL;9;-30.01734;-51.11681
DECIO MARTINS COSTA - E. M. E. F - SANTO AGOSTINHO;3;-29.98973;-51.10702
DEP. VICTOR ISSLER - ESC. MUNICIPAL DE ENS. FUNDAMENTAL;3;-30.03551;-51.11643
DOM PEDRO I - ESCOLA ESTADUAL;8;-30.07422;-51.19886
DR. EMILIO KEMP - ESCOLA ESTADUAL;4;-30.05224;-51.19514
DR. FERREIRA DE ABREU - ESC. EST. DE ENS. FUNDAMENTAL;3;-29.99866;-51.12755
DR. LIBERATO SALZANO VIEIRA DA CUNHA - E.M.E.B;9;-29.99405;-51.13326
DR. PACHECO PRATES - ESC EST ENS FUND;4;-30.11683;-51.1793
DR. VICTOR DE BRITTO - ESC EST ENS FUND;1;-30.08992;-51.21451
DÉCIO MARTINS COSTA - ESC. EST. VILA ELIZABETH;2;-29.98196;-51.13482
E. E. 1.G. INC. DR.TANCREDO NEVES;1;-30.14374;-51.20661
E. E. 1.G. JARDIM VILA NOVA;0;-30.12708;-51.20933
E. E. 1.G. MONTE LÍBANO;0;-30.13037;-51.22638
E. E. 1.G. PARAÍBA;4;-30.13834;-51.21565
E. E. DE 1. E 2. GRAUS ODILA GAY DA FONSECA;4;-30.13708;-51.22509
E. E. PAULINA MORESCO;4;-30.13363;-51.19801
E. M. 1.G. LEOCÁDIA FELIZARDO PRESTES;6;-30.12895;-51.21545
E. M. VILA MONTECRISTO;4;-30.12244;-51.2179
EDGAR LUIZ SCHNEIDER - ESCOLA ESTADUAL;8;-30.06305;-51.15951
EDUCANDÁRIO SÃO LUIZ;1;-30.02549;-51.14598
EEEF ARAGUAIA;2;-30.15393;-51.18288
EEEF CLOTILDE CACHAPUZ MEDEIROS;1;-30.14645;-51.22085
EEEF CUSTÓDIO DE MELLO;20;-30.16453;-51.22813
EEEF DR. JOSÉ LOUREIRO DA SILVA;0;-30.18523;-51.20927
EEEF EVARISTA FLORES DA CUNHA;3;-30.21193;-51.18338
EEEF GENERAL NETO;0;-30.20459;-51.11614
EEEF GENOVEVA DA COSTA BERNARDES;3;-30.24171;-51.07897
EEEF HEITOR VILLA-LOBOS;0;-30.2141;-51.05062
EEEF HENRIQUE FARJAT;5;-30.15843;-51.16103
EEEF LUIZ GAMA;2;-30.11313;-51.15418
EEEF MARGARIDA COELHO DE SOUZA;0;-30.21179;-51.13211
EEEF NOSSA SENHORA DA CONCEIÇÃO;0;-30.14376;-51.11548
EEEF PEDRO AMERICO;4;-30.18328;-51.16224
EEEF PROF. LANGENDONCK;8;-30.15626;-51.2217
EEEF SOLIMÕES;0;-30.15587;-51.08404
EEEM JOSÉ DO PATROCINIO;3;-30.15845;-51.14027
EEEM OSCAR COELHO DE SOUZA;1;-30.22019;-51.09708
EEEM RAUL PILLA;3;-30.14814;-51.14488
EEF MADRE RAFFO;1;-30.21014;-51.18336
EEF MATHIAS DE ALBUQUERQUE;2;-30.15467;-51.19933
EEIEF FAG NHIN;0;-30.14441;-51.08436
EMEEF TRISTÃO SUCUPIRA VIANNA;0;-30.15007;-51.14587
EMEF CAMPOS DO CRISTAL;0;-30.11936;-51.20061
EMEF CHAPÉU DO SOL;1;-30.17726;-51.174
EMEF DEPUTADO MARCÍRIO GOULART LOUREIRO;4;-30.07657;-51.17353
EMEF DOLORES ALCARAZ CALDAS;7;-30.15149;-51.13787
EMEF LIDOVINO FANTON;4;-30.16151;-51.14354
EMEF MORADAS DA HIPICA;1;-30.15875;-51.17132
EMEF MÁRIO QUINTANA;1;-30.15392;-51.13199
EMEF NOSSA SENHORA DO CARMO;3;-30.14526;-51.12781
EMEF PROF. ANÍSIO TEIXEIRA;4;-30.15962;-51.20034
EMEF PROF. LARRY JOSE RIBEIRO ALVES - CIEM;2;-30.15084;-51.14405
EMEF RINCÃO;1;-30.11907;-51.16091
EMEF SENADOR ALBERTO PASQUALINI;4;-30.15296;-51.14317
EMEF VEREADOR CARLOS PESSOA DE BRUM;2;-30.15685;-51.13577
EMILIO MEYER - ESC MUNIC;5;-30.06912;-51.20822
ENG. RODOLFO AHRONS - ESC. EST. DE ENS. FUNDAMENTAL;12;-30.01561;-51.10003
ERICO VERISSIMO - ESCOLA ESTADUAL;6;-30.05779;-51.14347
ESC. EST. DE 1 GRAU ARAUJO VIANA;17;-30.06706;-51.162
ESC. EST. DE 1 GRAU DR. MARTINS COSTA JUNIOR;7;-30.07401;-51.16918
ESC. EST. DE 1 GRAU INC. DESIDERIO TORQUATO FINAMOR;4;-30.0689;-51.14331
ESC. EST. DE 1 GRAU INC. JERONIMO DE ALBUQUERQUE;6;-30.06705;-51.17383
ESC. EST. DE 1 GRAU MIN. SALGADO FILHO;7;-30.04778;-51.13573
ESC. EST. DE 1 GRAU PROF. ALCIDES CUNHA;5;-30.03997;-51.12308
ESC. EST. DE ENSINO FUNDAMENTAL MADRE MARIA SELIMA;1;-30.07222;-51.17836
ESC. EST. DE ENSINO FUNDAMENTAL MARIA CRISTINA CHIKA;2;-30.12482;-51.10457
ESC. EST. DE ENSINO FUNDAMENTAL ONOFRE PIRES;2;-30.08448;-51.13534
ESC. EST. DE ENSINO MÉDIO AGRÔNOMO PEDRO PEREIRA;0;-30.07489;-51.13451
ESC. EST. DR. OSCAR TOLLENS;4;-30.06515;-51.16787
ESC. EST. SANTOS DUMONT;2;-30.10262;-51.26019
ESC. ESTADUAL DE ENSINO FUND. AURÉLIO REIS;2;-30.00311;-51.15604
ESC. ESTADUAL DE ENSINO FUND. E MÉDIO MONS. LEOPOLDO HOFF;3;-30.03801;-51.16328
ESC. ESTADUAL DE ENSINO FUND. E MÉDIO SARMENTO LEITE;5;-30.00596;-51.16235
ESC. MUN. DE 1 GRAU AFONSO GUERREIRO LIMA;4;-30.11133;-51.11231
ESC. MUN. DE 1 GRAU HEITOR VILLA LOBOS - CIEM;1;-30.0967;-51.13235
ESC. MUN. DE 1 GRAU INC. SAINT HILAIRE;2;-30.12366;-51.09791
ESC. MUN. DE 1 GRAU SAO PEDRO;3;-30.11279;-51.10122
ESC. MUN. DE ENS. FUND. ARAMY SILVA;1;-30.09792;-51.24158
ESC. MUN. ENSINO FUND. PROFA. JUDITH MACEDO DE ARAUJO;5;-30.07612;-51.16361
ESCOLA ADVENTISTA DE PORTO ALEGRE;5;-30.10395;-51.23904
ESCOLA DE 1 GRAU NOSSA SENHORA DO BRASIL;0;-30.06411;-51.17462
ESCOLA DE ADMINISTRAÇÃO DA UFRGS;1;-30.03726;-51.23113
ESCOLA DE APLICACAO DINAH NERI PEREIRA;5;-30.0378;-51.21252
ESCOLA DE EDUCAÇÃO INFANTIL ARCO IRIS II;0;-30.15568;-51.13752
ESCOLA DE ENSINO FUNDAMENTAL E MÉDIO ITÁLIA;5;-30.01986;-51.14156
ESCOLA DE ENSINO FUNDAMENTAL E MÉDIO JOSÉ CÉSAR MESQUITA;4;-30.01145;-51.15355
ESCOLA DE ENSINO FUNDAMENTAL E MÉDIO RUBEN BERTA;6;-30.02978;-51.15137
ESCOLA DE ENSINO FUNDAMENTAL PRUDENTE DE MORAIS;2;-30.0337;-51.16431
ESCOLA EST. DE ENS. MÉDIO REPÚBLICA ARGENTINA;1;-30.00297;-51.14878
ESCOLA ESTADUAL AFONSO EMÍLIO MASSOT;4;-30.04665;-51.21666
ESCOLA ESTADUAL ALCEU WAMOSY;2;-30.11099;-51.23501
ESCOLA ESTADUAL ALMIRANTE BARROSO - I. PINTADA;2;-30.01413;-51.25961
ESCOLA ESTADUAL ALVARENGA PEIXOTO - I.G.MARINHEIROS;0;-29.99323;-51.22453
ESCOLA ESTADUAL APELES PORTO ALEGRE;4;-30.05118;-51.2004
ESCOLA ESTADUAL BRANCA DIVA PEREIRA DE SOUZA;0;-30.01151;-51.20538
ESCOLA ESTADUAL BRASÍLIA;1;-30.00059;-51.19091
ESCOLA ESTADUAL BRIGADEIRO FRANCISCO DE LIMA E SILVA;1;-30.01666;-51.14849
ESCOLA ESTADUAL CAMILA FURTADO ALVES;0;-30.01478;-51.21163
ESCOLA ESTADUAL CANDIDO JOSE DE GODOI;2;-30.00271;-51.20255
ESCOLA ESTADUAL CANDIDO PORTINARI;6;-30.04672;-51.22351
ESCOLA ESTADUAL DALTRO FILHO;1;-30.01884;-51.19617
ESCOLA ESTADUAL DE 1 GRAU JOSE GARIBALDI;14;-29.98009;-51.18791
ESCOLA ESTADUAL DE EDUCAÇÃO BÁSICA DOLORES ALCARAZ CALDAS;0;-30.01863;-51.16138
ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL ANA NÉRI;5;-30.00289;-51.14292
ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL JAPÃO;1;-30.03191;-51.14189
ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL TOYAMA;6;-30.03702;-51.14295
ESCOLA ESTADUAL DOM DIOGO DE SOUZA;2;-30.01238;-51.15558
ESCOLA ESTADUAL DUQUE DE CAXIAS;3;-30.05177;-51.21571
ESCOLA ESTADUAL ENS FUNDAMENTAL MEDIANEIRA;7;-30.06447;-51.21083
ESCOLA ESTADUAL ENSINO BÁSICO GOMES CARNEIRO;5;-30.02258;-51.15261
ESCOLA ESTADUAL ENSINO MEDIO ANNE FRANK;2;-30.03197;-51.21328
ESCOLA ESTADUAL ERNESTO DORNELLES;3;-30.03476;-51.23769
ESCOLA ESTADUAL EUCLIDES DA CUNHA;1;-30.06292;-51.22727
ESCOLA ESTADUAL GABRIELA MISTRAL;2;-30.05752;-51.2066
ESCOLA ESTADUAL ILDEFONSO GOMES;0;-30.04559;-51.21237
ESCOLA ESTADUAL INFANTE DOM HENRIQUE;2;-30.05916;-51.22137
ESCOLA ESTADUAL INÁCIO MONTANHA;4;-30.04818;-51.21134
ESCOLA ESTADUAL LANDEL DE MOURA;0;-30.10801;-51.24956
ESCOLA ESTADUAL LEOPOLDA BARNEWITZ;2;-30.04114;-51.2258
ESCOLA ESTADUAL LUCIANA DE ABREU;0;-30.0411;-51.21199
ESCOLA ESTADUAL MANÉ GARRINCHA;3;-30.05682;-51.21858
ESCOLA ESTADUAL MARECHAL FLORIANO PEIXOTO;3;-30.02474;-51.21348
ESCOLA ESTADUAL MARIA JOSÉ MABILDE - I.PINTADA;1;-30.0279;-51.25276
ESCOLA ESTADUAL OLEGARIO MARIANO;0;-30.01476;-51.20151
ESCOLA ESTADUAL OSCAR SCHMITT - I.DAS FLORES;0;-29.98631;-51.24698
ESCOLA ESTADUAL OSORIO DUQUE ESTRADA;1;-30.10144;-51.24615
ESCOLA ESTADUAL OTAVIO MANGABEIRA;2;-30.10465;-51.2336
ESCOLA ESTADUAL PADRE REUS;6;-30.1093;-51.25295
ESCOLA ESTADUAL PAULA SOARES;5;-30.03404;-51.2316
ESCOLA ESTADUAL PEDRO SIRANGELO;0;-30.10673;-51.22417
ESCOLA ESTADUAL PRESIDENTE ROOSEVELT;2;-30.05377;-51.22646
ESCOLA ESTADUAL PROF. OLINTHO DE OLIVEIRA;4;-30.03982;-51.22572
ESCOLA ESTADUAL PROTÁSIO ALVES;0;-30.04753;-51.21765
ESCOLA ESTADUAL RAFAEL PINTO BANDEIRA;2;-30.09592;-51.24325
ESCOLA ESTADUAL RAFAELA REMIAO;4;-30.09773;-51.12632
ESCOLA ESTADUAL RIO DE JANEIRO;7;-30.03668;-51.22276
ESCOLA ESTADUAL ROQUE GONZALES;0;-30.098;-51.23222
ESCOLA ESTADUAL SAO FRANCISCO DE ASSIS;2;-30.04432;-51.20199
ESCOLA ESTADUAL SOUZA LOBO;1;-30.01069;-51.19999
ESCOLA ESTADUAL TRES DE OUTUBRO;2;-30.11147;-51.25543
ESCOLA ESTADUAL URUGUAI;0;-30.02766;-51.19921
ESCOLA ESTADUAL VIOLETA MAGALHAES;4;-30.11101;-51.23206
ESCOLA ESTADUAL VISCONDE DO RIO GRANDE;0;-30.10244;-51.22888
ESCOLA ESTADUAL WILLIAM RICHARD SCHISLER;6;-30.05341;-51.21913
ESCOLA LA SALLE PÃO DOS POBRES;0;-30.04096;-51.22726
ESCOLA MUNIC. DE 1º GRAU VEREADOR ANTÔNIO GIUDICE;16;-29.98046;-51.18587
ESCOLA MUNICIPAL PEPITA DE LEAO;8;-30.01548;-51.12812
ESCOLA MÃE ADMIRÁVEL;2;-30.04213;-51.22667
ESCOLA NORMAL 1 DE MAIO;2;-30.00116;-51.20069
ESCOLA SÃO FRANCISCO - MENINO DEUS;2;-30.06128;-51.22351
ESCOLA SÃO LUIZ GUANELLA;3;-30.02442;-51.14639
ESCOLA TECNICA ESTADUAL IRMAO PEDRO;3;-30.01746;-51.20283
ESCOLA TECNICA ESTADUAL PAROBÉ;1;-30.03777;-51.2316
ESEF - ESCOLA SUPERIOR DE EDUCACAO FISICA;6;-30.05115;-51.18254
ESPORTE CLUBE LAJEADO;0;-30.19666;-51.12782
ESTÁCIO / FARGS - FACULDADES RIO-GRANDENSES;2;-30.03447;-51.22707
FACULDADE DE CIÊNCIAS ECONÔMICAS - UFRGS;4;-30.03281;-51.22251
FACULDADE DE DIREITO - UFRGS;0;-30.03325;-51.22209
FACULDADE DE DIREITO-PUCRS (PRÉDIO 11);3;-30.05973;-51.17526
FERNANDO FERRARI - ESC EST ENS FUND;3;-30.09169;-51.23771
FERNANDO GOMES - ESCOLA ESTADUAL;6;-30.04803;-51.1695
FLORINDA TUBINO SAMPAIO - ESCOLA ESTADUAL;1;-30.0407;-51.18169
FORO TRABALHISTA DE PORTO ALEGRE;5;-30.0509;-51.22797
GABRIEL OBINO - ESC MUNIC;2;-30.08383;-51.2
GEMA ANGELINA BELIA - ESCOLA ESTADUAL;5;-30.06213;-51.14875
GEN. IBA ILHA MOREIRA - ESCOLA ESTADUAL;5;-30.05423;-51.15022
GINASIO - PARQUE ARARIGBOIA;0;-30.04654;-51.18283
GONCALVES DIAS - ESCOLA ESTADUAL;3;-30.01038;-51.17398
GOVERNADOR ILDO MENEGHETTI - ESC. MUNICIPAL DE ENS. FUNDAMENTAL;10;-29.99357;-51.10542
GREMIO NAUTICO UNIAO;0;-30.02213;-51.19822
GREMIO NAUTICO UNIAO - SEDE PETROPOLE TENIS CLUBE;4;-30.04814;-51.19257
IGREJA SAO JOSE - SALÃO PAROQUIAL;0;-30.11595;-51.21245
IGREJA SAO MATEUS - GINASIO DE ESPORTES;0;-30.11029;-51.25572
IMED / ATITUS;0;-30.02918;-51.19519
IMPERATRIZ DONA LEOPOLDINA - E.E.E.F.;0;-30.0364;-51.18362
INSS;0;-30.03259;-51.2282
INSS - UNIDADE REABILITACAO PROFISSIONAL;3;-30.05356;-51.20466
INSTITUTO DA PROVIDÊNCIA;4;-30.03564;-51.23358
INSTITUTO DE ARTES DA UFRGS;2;-30.02921;-51.22329
INSTITUTO DE EDUCACAO SAO FRANCISCO;17;-30.01315;-51.0974
INSTITUTO EDUCACIONAL JOAO PAULO I;3;-30.12575;-51.23866
INSTITUTO EDUCACIONAL SÃO JUDAS TADEU;2;-30.01128;-51.15481
INSTITUTO ESTADUAL DE EDUCACAO GENERAL FLORES DA CUNHA;0;-30.0334;-51.21724
INSTITUTO ESTADUAL RIO BRANCO;1;-30.04023;-51.19857
INSTITUTO IMACULADO CORAÇÃO DE MARIA;1;-30.03329;-51.23665
INSTITUTO METODISTA DE EDUCACAO E CULTURA;2;-30.03595;-51.19999
INSTITUTO PIRATINI;6;-30.02404;-51.19145
INSTITUTO SANTA LUZIA;2;-30.11143;-51.22807
INSTITUTO SÃO FRANCISCO - PALLOTTI;5;-30.01031;-51.16958
INSTITUTO SÃO FRANCISCO SANTA FAMILIA;2;-30.00955;-51.1986
IPA - INSTITUTO PORTO ALEGRE (PREDIO C);7;-30.03396;-51.19714
ITAMARATI - ESC. EST. DE ENS. FUNDAMENTAL;0;-30.00738;-51.12967
JERONIMO DE ORNELAS - ESC EST ENS FUND;2;-30.07499;-51.19139
JOAO ANTONIO SATTE - ESC. MUNICIPAL DE ENS. FUNDAMENTAL;27;-29.99953;-51.09318
JOAO XXIII - FUND EDUC;3;-30.07587;-51.21483
JOSE LOUREIRO DA SILVA - ESC MUNIC;2;-30.08262;-51.23268
JOSE MARIANO BECK - ESCOLA MUNICIPAL;4;-30.04806;-51.15573
JOÃO PAULO - COLÉGIO;1;-30.0642;-51.2316
JULIO BRUNELLI - ESC. EST. DE ENS. FUNDAMENTAL;11;-30.01919;-51.10484
LAURO RODRIGUES - ESC. MUNICIPAL DE ENS. FUNDAMENTAL;4;-30.01826;-51.12386
LIDIA MOSCHETTI - ESC. EST. DE ENS. FUNDAMENTAL;3;-30.0079;-51.11995
LINDÓIA TÊNIS CLUBE;4;-30.00307;-51.15249
LIONS CLUB P.A. FARRAPOS ESC EST DE 1 GRAU;4;-29.99309;-51.19223
MACHADO DE ASSIS - ESC EST ENS FUND;1;-30.09191;-51.23113
MAJOR MIGUEL JOSE PEREIRA - ESC. EST. DE ENS. FUNDAMENTAL;2;-29.9861;-51.12787
MARIA IMACULADA - COLÉGIO;3;-30.06772;-51.23537
MARIA IMACULADA - ESCOLA;0;-30.06739;-51.21046
MARIA TEREZA DA SILVEIRA - ESCOLA ESTADUAL;0;-30.02819;-51.18386
MARIZ E BARROS - ESC. EST. DE ENS. MEDIO;31;-30.03582;-51.10701
MAURICIO SIROTSKY SOBRINHO - ESCOLA ESTADUAL;2;-30.05799;-51.19276
MIN. POTY MEDEIROS - ESC. EST. DE ENS. FUNDAMENTAL;13;-30.00751;-51.09555
N.S.DO MONT'SERRAT SALAO PAROQUIAL DA IGREJA;1;-30.02645;-51.18459
NACOES UNIDAS - ESC EST ENS FUND;4;-30.08966;-51.22681
NOSSA SENHORA DA GLORIA - COLEGIO;7;-30.07655;-51.20018
NOSSA SENHORA DE FATIMA - ESCOLA MUNICIPAL;9;-30.04688;-51.15804
NOSSA SENHORA DO CENACULO - E.E.F.;1;-30.01599;-51.17506
NÚCLEO DE EDUCAÇÃO DARCY VARGAS;0;-30.04067;-51.21638
OTAVIO ROCHA - ESCOLA ESTADUAL;4;-30.06337;-51.19332
PADRE BALDUINO RAMBO - ESCOLA ESTADUAL;5;-30.05932;-51.19561
PADRE LEO - ESC. EST. DE ENS. FUNDAMENTAL;8;-30.01431;-51.09667
PADRE RAMBO - ESCOLA ESTADUAL;3;-30.05719;-51.19719
PALÁCIO DO MINISTÉRIO PÚBLICO - FORTE APACHE;2;-30.0325;-51.2292
PAN AMERICAN SCHOOL (ANTIGO COLÉGIO VERA CRUZ);2;-30.03589;-51.18267
PARANÁ - ESC EST ENS FUND;2;-30.07803;-51.24227
PARTENON TENIS CLUBE;0;-30.05759;-51.19346
PARÓQUIA N. S. APARECIDA - C. SOCIAL PE. PEDRO LEONARDI;0;-30.16394;-51.14558
PASTOR DOHMS - CENTRO DE ENSINO MÉDIO;4;-30.08087;-51.20691
PASTOR DOHMS GINASIO EVANGELICO;7;-30.01272;-51.18745
PAULO DA GAMA - ESCOLA ESTADUAL;1;-30.06966;-51.18553
PENITENCIÁRIA FEMININO MADRE PELLETIER;0;-30.07774;-51.20846
PORTO ALEGRE - ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL;2;-30.03787;-51.12545
PRES. ARTHUR DA COSTA E SILVA - COLEGIO EST. DE ENS. MEDIO;0;-29.99946;-51.13774
PRES. JOAO BELCHIOR M. GOULART - ESC. MUN. DE ENS. FUND.;2;-29.97954;-51.12619
PRESIDENTE VARGAS - ESC. MUNICIPAL DE ENS. FUNDAMENTAL;13;-30.0167;-51.12725
PROF. AFONSO GUERREIRO LIMA - ESC EST ENS FUND;1;-30.07242;-51.22015
PROF. AURORA PEIXOTO DE AZEVEDO - ESC. EST. DE ENS. FUNDAMENTAL;2;-29.98743;-51.13636
PROF. ELPIDIO FERREIRA PAES - ESC EST;2;-30.08793;-51.23779
PROF. LEA ROSA CECCHINI BRUM - ESCOLA ESTADUAL;1;-30.05122;-51.16293
PROF. LEOPOLDO TIETBOHL - ESCOLA ESTADUAL;5;-30.04722;-51.18845
PROF. MARIETA DA CUNHA SILVA - ESC. EST. DE ENS. FUNDAMENTAL;3;-30.04051;-51.1347
PROF. OSCAR PEREIRA - ESC EST ENS MED;1;-30.09077;-51.18087
PROF. OTAVIO DE SOUZA - ESCOLA ESTADUAL;0;-30.0528;-51.18621
PUCRS - PONTIFÍCIA UNIVERSIDADE CATÓLICA - PRÉDIO 50;6;-30.05782;-51.17268
RECANTO DA ALEGRIA E.E.E (ANT. POSTAO);2;-30.01577;-51.17749
SALAO PAROQUIAL DA IGREJA SANTA CATARINA;1;-29.98173;-51.13314
SALAO PAROQUIAL IGREJA CORAÇÃO DE JESUS;1;-30.01539;-51.1922
SALÃO PAROQUIAL - IGREJA SÃO LUIZ GONZAGA;0;-30.05269;-51.18659
SALÃO PAROQUIAL DA IGREJA NOSSA SENHORA DA POMPÉIA;1;-30.02741;-51.21693
SALÃO PAROQUIAL IGREJA SÃO SEBASTIÃO;4;-30.04309;-51.18376
SANTA INES - COLEGIO;5;-30.04425;-51.18428
SANTA LUIZA OBRA SOCIAL;11;-29.97998;-51.19421
SANTA RITA DE CASSIA - ESC EST ENS FUND;3;-30.07424;-51.23027
SANTA ROSA - ESC. EST. DE ENS. MEDIO;20;-29.99684;-51.10052
SANTO ANTONIO - COLEGIO;6;-30.05546;-51.20219
SAO JOAO COLEGIO;4;-30.00849;-51.18617
SECRETARIA DA FAZENDA;3;-30.02748;-51.2289
SECRETARIA MUNICIPAL DO MEIO AMBIENTE;4;-30.03747;-51.17344
SENAC;5;-30.03527;-51.22662
SENAC - TECH;0;-30.04283;-51.21889
SENAI VISCONDE DE MAUÁ;2;-30.00051;-51.20166
SESC - CENTRO;1;-30.02817;-51.22003
SIMOES LOPES NETO - ESC EST ENS FUND;0;-30.0853;-51.20775
